project_id,project_name,project_type,client,priority,status,start_date,end_date,budget_usd,actual_spend_usd,project_manager_id,tech_lead_id,team_size,avg_velocity,client_satisfaction,region,billable
719864,Delta Systems – Web Platform,Web Platform,Elevate Health,High,Planning,2022-02-06,2022-10-29,90945,3956,458955,925622,25,,,Europe,Yes
425569,NovaCare – Web Platform,Web Platform,Delta Systems,Low,Cancelled,2020-10-14,2021-08-29,42627,19237,463546,779172,9,,,APAC,Yes
285715,Meridian Group – Cloud Migration,Cloud Migration,Keystone Partners,Medium,Cancelled,2022-09-30,2023-04-29,250476,131465,742686,582418,13,,,Middle East,No
969793,Frontier AI – Data Pipeline,Data Pipeline,Keystone Partners,Critical,Planning,2023-01-06,2023-11-23,1427301,110096,111068,835132,15,,,APAC,Yes
458802,HorizonBank – Marketing Campaign,Marketing Campaign,Cornerstone Inc,Medium,Completed,2021-06-12,2021-10-31,289102,276785,435239,887352,3,50.8,4.1,LATAM,Yes
490366,Cornerstone Inc – Product Launch,Product Launch,GlobalTech,Low,Cancelled,2020-08-02,2021-07-20,9436,5416,764678,876459,2,,,LATAM,Yes
453026,Meridian Group – Mobile App,Mobile App,JetStream LLC,High,In Progress,2023-01-24,2023-05-29,401153,175838,167603,553014,16,31.2,,LATAM,No
866461,GlobalTech – Security Audit,Security Audit,Elevate Health,Low,Planning,2022-02-03,2023-01-06,36927,1865,457455,592972,23,,,North America,Yes
900244,OmegaRetail – Marketing Campaign,Marketing Campaign,JetStream LLC,High,In Progress,2023-03-28,2023-11-18,526582,504445,226611,350280,7,11.0,,Middle East,Yes
695578,Meridian Group – Data Pipeline,Data Pipeline,Frontier AI,High,Cancelled,2020-04-20,2021-09-28,429330,416572,270555,428709,6,,,LATAM,No
273373,Delta Systems – ERP Implementation,ERP Implementation,NovaCare,Critical,Cancelled,2020-12-18,2021-06-20,509311,239552,201377,458955,7,,,Europe,No
194546,BlueSky Ltd – API Integration,API Integration,HorizonBank,High,Cancelled,2022-02-05,2022-03-09,662324,674787,844858,530816,13,,,Middle East,No
832723,Cornerstone Inc – API Integration,API Integration,Frontier AI,Low,Cancelled,2023-12-17,2024-05-19,54321,54681,884417,952547,14,,,Europe,No
910822,LumaMedia – AI/ML Model,AI/ML Model,JetStream LLC,Medium,Planning,2022-12-29,2023-03-05,242608,28964,586490,195674,23,,,North America,Yes
738081,OmegaRetail – Data Pipeline,Data Pipeline,BlueSky Ltd,Medium,In Progress,2020-01-04,2020-12-11,209939,123627,255287,589491,14,35.9,,Europe,Yes
624235,HorizonBank – API Integration,API Integration,Apex Corp,Critical,Completed,2021-11-26,2022-07-10,833209,558325,284084,680358,15,44.0,4.2,APAC,No
288238,LumaMedia – Data Pipeline,Data Pipeline,BlueSky Ltd,Low,Cancelled,2022-08-10,2023-10-26,72809,73471,133326,586490,23,,,LATAM,Yes
268698,GlobalTech – AI/ML Model,AI/ML Model,GlobalTech,High,On Hold,2022-07-20,2022-08-24,611597,383099,785491,284084,23,46.4,,North America,Yes
545625,Cornerstone Inc – Cloud Migration,Cloud Migration,GlobalTech,High,On Hold,2024-05-18,2025-02-14,552142,401270,933456,387813,19,43.7,,Middle East,No
807494,LumaMedia – Mobile App,Mobile App,NovaCare,High,Completed,2023-12-20,2024-11-16,433491,479428,586288,180674,18,37.0,4.5,LATAM,No
150901,Elevate Health – ERP Implementation,ERP Implementation,Meridian Group,Medium,Completed,2022-07-31,2023-03-05,83727,86884,340068,249811,21,34.4,3.3,North America,Yes
287410,Frontier AI – Cloud Migration,Cloud Migration,LumaMedia,Medium,In Progress,2021-09-01,2022-08-22,29184,19837,657487,482614,5,29.6,,North America,No
360704,JetStream LLC – Data Pipeline,Data Pipeline,Delta Systems,High,On Hold,2020-10-23,2021-10-12,179166,72946,156778,648141,10,30.5,,Middle East,No
142615,GlobalTech – Mobile App,Mobile App,InnovateCo,Medium,In Progress,2024-01-22,2025-01-12,40073,17020,587575,696251,5,49.0,,North America,Yes
767671,GlobalTech – Cloud Migration,Cloud Migration,BlueSky Ltd,Low,In Progress,2024-03-09,2024-08-17,7933,3620,611945,284084,25,54.9,,Europe,Yes
417929,LumaMedia – Product Launch,Product Launch,LumaMedia,Medium,Cancelled,2022-08-26,2023-01-13,45601,28186,587455,127965,10,,,Europe,Yes
625927,Elevate Health – Web Platform,Web Platform,Elevate Health,Low,Completed,2022-04-13,2022-08-27,42344,22517,534574,210665,15,22.7,4.1,LATAM,Yes
201866,Frontier AI – API Integration,API Integration,InnovateCo,Medium,Completed,2023-06-06,2023-11-30,190188,92792,345722,933456,21,45.4,4.1,LATAM,No
684745,HorizonBank – Web Platform,Web Platform,Delta Systems,Medium,In Progress,2022-06-29,2022-10-14,187584,111502,275490,567200,25,23.9,,Middle East,Yes
805676,Delta Systems – Security Audit,Security Audit,LumaMedia,Medium,In Progress,2023-03-16,2024-08-22,36916,31806,843963,789880,17,27.8,,Middle East,Yes
418801,JetStream LLC – Cloud Migration,Cloud Migration,GlobalTech,Medium,In Progress,2023-07-03,2024-05-27,265041,86172,283017,546157,13,33.8,,LATAM,Yes
887887,JetStream LLC – Cloud Migration,Cloud Migration,Elevate Health,Low,Completed,2020-09-26,2021-05-07,54189,58686,963918,989079,5,44.9,5.0,Europe,Yes
904126,Keystone Partners – Security Audit,Security Audit,BlueSky Ltd,Low,In Progress,2023-05-12,2023-10-31,33541,21984,316092,972496,13,42.8,,APAC,No
336033,Elevate Health – Security Audit,Security Audit,Apex Corp,Low,Planning,2022-07-09,2022-10-27,65806,3767,139186,983456,14,,,Middle East,Yes
899995,Keystone Partners – ERP Implementation,ERP Implementation,Apex Corp,High,Cancelled,2023-08-30,2024-04-30,183099,114592,551860,701344,8,,,Middle East,Yes
245303,BlueSky Ltd – Product Launch,Product Launch,Frontier AI,High,On Hold,2020-02-16,2020-08-30,678301,625614,148823,735770,7,25.7,,North America,No
678874,OmegaRetail – Marketing Campaign,Marketing Campaign,LumaMedia,Medium,Planning,2024-01-20,2025-05-11,104609,9577,975373,219550,17,,,Europe,Yes
239093,Meridian Group – Cloud Migration,Cloud Migration,Cornerstone Inc,High,Completed,2022-07-29,2022-12-31,297062,234964,587274,154944,16,32.3,5.0,LATAM,Yes
942726,Apex Corp – Product Launch,Product Launch,Keystone Partners,Medium,Planning,2024-01-18,2025-06-23,103501,5068,385192,141319,25,,,LATAM,No
504032,LumaMedia – Mobile App,Mobile App,Apex Corp,Low,In Progress,2024-05-09,2025-04-14,75430,30385,908713,670913,24,51.6,,APAC,No
968543,Cornerstone Inc – Web Platform,Web Platform,NovaCare,Medium,In Progress,2022-06-20,2023-02-24,288204,240615,386814,493892,5,40.0,,APAC,Yes
857065,BlueSky Ltd – Data Pipeline,Data Pipeline,HorizonBank,Medium,In Progress,2021-05-12,2022-07-23,198171,83362,592972,111068,10,52.1,,LATAM,Yes
893751,JetStream LLC – Cloud Migration,Cloud Migration,Apex Corp,Medium,In Progress,2022-07-11,2023-08-03,253136,147087,586288,560398,10,47.9,,Europe,Yes
647125,Keystone Partners – Cloud Migration,Cloud Migration,Elevate Health,Critical,Completed,2024-01-01,2024-06-28,977731,761660,201377,429657,7,28.7,4.3,Europe,Yes
253643,Elevate Health – Product Launch,Product Launch,Cornerstone Inc,Medium,Planning,2021-04-11,2021-05-25,221445,11395,989079,883171,20,,,Middle East,Yes
372022,Frontier AI – AI/ML Model,AI/ML Model,InnovateCo,Low,In Progress,2023-08-11,2023-11-28,27335,30794,988456,182175,18,33.8,,APAC,No
608817,Meridian Group – Data Pipeline,Data Pipeline,LumaMedia,Low,Completed,2020-01-30,2021-02-05,68438,72719,133276,735988,9,34.9,3.2,North America,Yes
473818,Frontier AI – ERP Implementation,ERP Implementation,Keystone Partners,Low,On Hold,2022-12-09,2024-04-11,6599,6691,653829,667296,8,46.0,,North America,No
756830,JetStream LLC – Mobile App,Mobile App,InnovateCo,Medium,On Hold,2022-12-31,2024-04-07,55230,29313,667296,793805,4,42.0,,Europe,Yes
368511,LumaMedia – Data Pipeline,Data Pipeline,NovaCare,Medium,Completed,2023-06-01,2023-11-14,259109,116810,120053,457311,4,37.2,4.4,North America,Yes
647941,Keystone Partners – Cloud Migration,Cloud Migration,BlueSky Ltd,Critical,Completed,2024-04-08,2025-03-01,677282,343618,844858,893988,5,17.6,3.3,Europe,No
222060,JetStream LLC – ERP Implementation,ERP Implementation,Apex Corp,High,In Progress,2023-04-22,2023-09-09,286984,110458,255287,197716,11,33.2,,Middle East,No
216941,InnovateCo – ERP Implementation,ERP Implementation,HorizonBank,Medium,On Hold,2021-05-30,2022-07-20,259208,296378,678805,218423,10,30.5,,Middle East,Yes
776624,Keystone Partners – Cloud Migration,Cloud Migration,HorizonBank,Medium,Planning,2021-07-17,2022-07-29,299020,14892,275715,496764,11,,,North America,Yes
611265,Elevate Health – Web Platform,Web Platform,BlueSky Ltd,Medium,On Hold,2021-01-01,2021-03-05,266680,192388,587455,908239,23,38.3,,LATAM,Yes
768868,OmegaRetail – Marketing Campaign,Marketing Campaign,JetStream LLC,High,Completed,2021-03-12,2021-09-15,193992,183986,523389,995993,12,39.4,4.2,Europe,Yes
439492,InnovateCo – Data Pipeline,Data Pipeline,HorizonBank,Medium,Planning,2020-11-19,2021-10-27,227743,35792,404955,239999,12,,,Middle East,No
917632,LumaMedia – Cloud Migration,Cloud Migration,Frontier AI,Medium,In Progress,2021-09-13,2022-04-20,267454,292642,137572,995993,12,24.5,,APAC,No
422979,Meridian Group – Security Audit,Security Audit,Cornerstone Inc,Low,Planning,2022-04-07,2022-06-04,59673,67,865179,850689,22,,,LATAM,Yes
120425,Frontier AI – API Integration,API Integration,InnovateCo,Medium,Cancelled,2022-02-03,2022-03-17,154180,84888,381631,848831,14,,,Middle East,Yes
936212,LumaMedia – API Integration,API Integration,JetStream LLC,Low,Planning,2021-05-12,2021-09-01,40908,874,148174,534130,17,,,LATAM,Yes
919176,OmegaRetail – Security Audit,Security Audit,Elevate Health,Low,Completed,2023-04-15,2023-11-23,41718,47512,211090,864491,3,31.8,3.4,North America,No
240807,InnovateCo – Mobile App,Mobile App,BlueSky Ltd,Medium,Planning,2020-11-04,2021-10-01,236938,39062,955015,290065,8,,,LATAM,Yes
443767,NovaCare – Product Launch,Product Launch,Meridian Group,Medium,On Hold,2023-11-13,2023-12-24,298411,296833,938338,892630,4,30.6,,APAC,Yes
910237,OmegaRetail – ERP Implementation,ERP Implementation,Apex Corp,Medium,Completed,2022-08-01,2023-03-04,188436,131542,449247,180674,23,47.1,4.0,Europe,Yes
773437,JetStream LLC – Security Audit,Security Audit,GlobalTech,Low,In Progress,2022-12-18,2023-02-16,68747,67260,308376,504630,2,36.3,,North America,Yes
928519,Meridian Group – Marketing Campaign,Marketing Campaign,InnovateCo,Low,In Progress,2024-02-13,2024-04-21,48745,40907,324875,532699,19,40.8,,North America,No
739664,Cornerstone Inc – API Integration,API Integration,Keystone Partners,High,Planning,2021-07-21,2022-04-15,797176,68708,812048,249811,25,,,APAC,Yes
290498,GlobalTech – Product Launch,Product Launch,JetStream LLC,Medium,In Progress,2024-02-23,2025-05-17,296674,285977,908239,249811,2,23.5,,APAC,Yes
753986,Keystone Partners – Security Audit,Security Audit,Delta Systems,Critical,Completed,2020-11-04,2021-04-15,672341,385941,114594,262656,20,33.1,3.6,Middle East,Yes
849631,Apex Corp – Product Launch,Product Launch,Meridian Group,High,Completed,2021-01-06,2021-03-28,235486,111908,872519,670913,21,28.5,4.9,Europe,Yes
172631,HorizonBank – AI/ML Model,AI/ML Model,BlueSky Ltd,Medium,Completed,2020-11-30,2021-08-04,129475,61040,275018,827912,8,38.4,4.7,LATAM,Yes
565517,BlueSky Ltd – API Integration,API Integration,Cornerstone Inc,Low,Completed,2021-02-10,2021-06-25,63564,42763,972496,676680,20,35.2,4.5,Middle East,Yes
270795,Elevate Health – API Integration,API Integration,InnovateCo,High,In Progress,2021-10-10,2022-06-09,714229,431845,977330,111068,4,41.5,,North America,No
116929,GlobalTech – Web Platform,Web Platform,NovaCare,Low,Planning,2020-07-23,2021-02-19,60052,4807,772875,428709,4,,,APAC,Yes
835276,Apex Corp – Mobile App,Mobile App,Cornerstone Inc,Low,In Progress,2021-07-16,2022-08-23,7077,7845,908713,612340,12,27.2,,Europe,Yes
692004,Keystone Partners – Web Platform,Web Platform,Elevate Health,High,On Hold,2022-08-20,2023-10-14,243324,101998,600149,940181,21,45.8,,APAC,No
963240,OmegaRetail – Data Pipeline,Data Pipeline,OmegaRetail,Low,Completed,2020-11-06,2021-12-20,27890,30563,309044,309044,23,15.2,3.0,North America,Yes
131436,Apex Corp – ERP Implementation,ERP Implementation,LumaMedia,Medium,In Progress,2021-06-27,2022-06-10,231631,192604,381631,350280,2,25.7,,Europe,No
148758,BlueSky Ltd – Marketing Campaign,Marketing Campaign,GlobalTech,Low,Planning,2020-07-24,2020-08-30,73839,2506,891645,612340,9,,,North America,Yes
598796,HorizonBank – ERP Implementation,ERP Implementation,HorizonBank,Low,Planning,2023-05-20,2024-08-06,75349,6636,324993,577538,11,,,APAC,Yes
438560,Cornerstone Inc – Marketing Campaign,Marketing Campaign,Delta Systems,Medium,On Hold,2024-03-13,2025-06-11,70540,49809,182175,621841,8,59.9,,Middle East,Yes
944572,BlueSky Ltd – Data Pipeline,Data Pipeline,Delta Systems,Medium,Cancelled,2024-01-08,2024-08-31,63090,58781,883301,745414,21,,,Europe,Yes
293595,Meridian Group – Cloud Migration,Cloud Migration,OmegaRetail,Medium,Cancelled,2022-11-30,2023-09-20,262299,227702,816412,538555,10,,,Europe,Yes
542521,Keystone Partners – AI/ML Model,AI/ML Model,Apex Corp,High,On Hold,2022-02-27,2023-02-15,115887,108440,815198,745239,8,40.0,,Europe,Yes
516036,GlobalTech – AI/ML Model,AI/ML Model,HorizonBank,Critical,On Hold,2021-12-05,2022-04-10,1208261,859397,882032,876459,20,37.7,,Europe,No
751493,InnovateCo – Cloud Migration,Cloud Migration,HorizonBank,Low,Completed,2022-11-19,2024-04-05,41609,35664,457455,457455,7,37.3,3.7,North America,Yes
900345,HorizonBank – Marketing Campaign,Marketing Campaign,NovaCare,Medium,Completed,2020-02-22,2021-07-29,211586,140183,167136,592198,5,59.8,3.1,North America,Yes
677204,Cornerstone Inc – Cloud Migration,Cloud Migration,GlobalTech,High,Planning,2022-06-12,2023-04-21,444510,27295,133326,997287,18,,,Middle East,Yes
248592,Frontier AI – API Integration,API Integration,InnovateCo,Critical,Completed,2022-12-12,2023-11-14,1738077,1621463,341736,424308,20,47.3,4.5,Europe,Yes
492662,Cornerstone Inc – Data Pipeline,Data Pipeline,InnovateCo,High,Cancelled,2023-06-20,2023-11-12,253681,213008,896907,589491,24,,,Middle East,No
999987,Cornerstone Inc – API Integration,API Integration,LumaMedia,Medium,Completed,2022-12-04,2024-05-14,230172,127060,519093,575458,17,26.7,3.7,APAC,Yes
178507,Delta Systems – Cloud Migration,Cloud Migration,GlobalTech,Medium,Completed,2022-04-20,2022-07-30,55030,19279,225636,506945,7,40.0,4.9,Europe,No
509992,JetStream LLC – Product Launch,Product Launch,Keystone Partners,Medium,Completed,2021-07-19,2021-10-28,203714,73327,575458,533377,5,16.3,4.3,Europe,Yes
564919,Meridian Group – Data Pipeline,Data Pipeline,Keystone Partners,Medium,Planning,2020-08-28,2021-06-20,191688,412,402099,566453,5,,,Middle East,No
343459,Frontier AI – ERP Implementation,ERP Implementation,OmegaRetail,Medium,Planning,2023-06-03,2024-02-20,85464,9251,856442,262316,25,,,APAC,Yes
500033,Meridian Group – Cloud Migration,Cloud Migration,Elevate Health,High,Cancelled,2020-12-10,2022-04-02,569187,376815,802382,859687,17,,,Europe,Yes
192875,Elevate Health – Product Launch,Product Launch,OmegaRetail,Medium,Completed,2022-06-04,2023-02-04,279277,282405,145548,324993,5,44.4,4.3,APAC,Yes
540030,Keystone Partners – Cloud Migration,Cloud Migration,Elevate Health,Medium,Completed,2022-09-21,2023-02-22,26777,10334,671015,185461,9,30.7,4.0,North America,No
687905,BlueSky Ltd – Product Launch,Product Launch,JetStream LLC,Low,On Hold,2023-09-29,2024-05-11,73022,75930,428122,154944,5,20.0,,North America,Yes
901144,Meridian Group – API Integration,API Integration,HorizonBank,Medium,On Hold,2024-01-11,2025-02-25,241160,239469,237654,586490,22,26.5,,LATAM,Yes
518059,NovaCare – Security Audit,Security Audit,OmegaRetail,Critical,Completed,2023-07-15,2024-12-10,1388938,630059,451291,411882,11,57.0,4.3,APAC,Yes
958121,Meridian Group – AI/ML Model,AI/ML Model,Cornerstone Inc,Medium,Completed,2020-04-07,2020-10-20,165035,112076,502810,132653,22,27.7,3.2,Europe,Yes
876685,LumaMedia – Security Audit,Security Audit,Meridian Group,Medium,Planning,2020-07-01,2021-01-17,110207,18618,146177,335203,19,,,Europe,Yes
968937,Meridian Group – Cloud Migration,Cloud Migration,GlobalTech,High,Cancelled,2021-10-02,2022-09-15,174825,147470,269430,101773,7,,,Europe,Yes
997555,OmegaRetail – ERP Implementation,ERP Implementation,InnovateCo,Medium,In Progress,2024-03-25,2024-07-14,249517,264840,211341,387782,2,50.1,,Middle East,Yes
893531,OmegaRetail – Marketing Campaign,Marketing Campaign,OmegaRetail,High,In Progress,2021-02-10,2021-04-28,728513,649316,270555,933456,21,48.2,,LATAM,Yes
252846,Frontier AI – AI/ML Model,AI/ML Model,Delta Systems,Medium,In Progress,2020-07-31,2021-11-05,89747,97202,431752,616256,11,13.9,,LATAM,Yes
357848,OmegaRetail – Marketing Campaign,Marketing Campaign,Delta Systems,High,Cancelled,2021-04-04,2022-07-04,367087,118350,255528,446968,9,,,LATAM,Yes
252438,JetStream LLC – Web Platform,Web Platform,Delta Systems,Medium,Completed,2022-09-16,2023-12-19,30891,31783,680933,168872,19,17.1,3.9,LATAM,Yes
989092,GlobalTech – Marketing Campaign,Marketing Campaign,Frontier AI,Low,Cancelled,2023-12-18,2025-02-27,55738,52102,582418,497455,10,,,APAC,Yes
435706,InnovateCo – Marketing Campaign,Marketing Campaign,LumaMedia,Medium,Completed,2023-12-09,2024-05-13,90512,51900,911131,793805,20,61.3,4.5,LATAM,Yes
209898,HorizonBank – Product Launch,Product Launch,Elevate Health,Medium,Cancelled,2023-08-13,2025-01-23,202631,184379,539898,595793,9,,,Middle East,Yes
582595,Keystone Partners – Product Launch,Product Launch,Apex Corp,Low,In Progress,2020-12-16,2021-01-26,62171,22068,593152,584714,19,62.4,,APAC,No
840618,Apex Corp – Data Pipeline,Data Pipeline,LumaMedia,High,Cancelled,2024-01-12,2024-07-01,451628,160599,142608,684572,25,,,Middle East,No
551758,Cornerstone Inc – Data Pipeline,Data Pipeline,Meridian Group,Low,Completed,2023-11-28,2024-12-07,64259,36200,742039,207581,9,15.8,4.9,Middle East,Yes
107104,InnovateCo – Product Launch,Product Launch,GlobalTech,Critical,Cancelled,2020-09-02,2021-11-02,1782230,1077531,262316,433507,4,,,Europe,Yes
360885,BlueSky Ltd – Product Launch,Product Launch,GlobalTech,High,Planning,2022-10-10,2023-11-17,270041,1592,897305,207581,4,,,Middle East,No
944013,Cornerstone Inc – Security Audit,Security Audit,LumaMedia,Low,Cancelled,2021-12-04,2022-04-06,67181,28063,952547,402099,13,,,LATAM,Yes
623954,Frontier AI – Mobile App,Mobile App,HorizonBank,High,In Progress,2021-12-20,2023-06-07,500927,235694,908713,574843,4,27.6,,North America,Yes
121391,Apex Corp – Product Launch,Product Launch,Meridian Group,Critical,On Hold,2020-07-14,2020-11-07,324038,285251,577538,697530,2,49.8,,Middle East,Yes
172759,OmegaRetail – Data Pipeline,Data Pipeline,Cornerstone Inc,Medium,Cancelled,2021-03-23,2022-09-03,281200,127810,414455,952547,23,,,Middle East,Yes
701866,OmegaRetail – Data Pipeline,Data Pipeline,Meridian Group,Low,Cancelled,2022-06-30,2022-08-14,28264,20667,241003,600149,19,,,North America,Yes
405587,JetStream LLC – Mobile App,Mobile App,Cornerstone Inc,Medium,Cancelled,2020-12-08,2022-04-12,114590,91854,864491,269430,8,,,Middle East,Yes
576752,Frontier AI – Marketing Campaign,Marketing Campaign,Cornerstone Inc,Low,Planning,2023-10-01,2024-08-09,63711,12028,133276,803571,9,,,Europe,No
